name	authors	year	valid
Teleutomyrmex schneideri	Kutter	1950	valid
Temnothorax abeli	Fontenla Rizo	1998	valid
Temnothorax adustus	Mackay	2000	valid
Temnothorax affinis	Mann	1920	invalid
Temnothorax affinis	Mayr	1855	valid
Temnothorax aguayoi	Wheeler	1931	invalid
Temnothorax alayoi	Baroni Urbani	1978	valid
Temnothorax alayorum	Fontenla Rizo	1993	valid
Temnothorax albipennis	Curtis	1854	valid
Temnothorax albispinus	Wheeler	1908	valid
Temnothorax algiricus	Forel	1894	valid
Temnothorax alienus	Schulz, Heinze & Pusch	2007	valid
Temnothorax alinae	Radchenko	1994	valid
Temnothorax allardycei	Mann	1920	valid
Temnothorax alpinus	Ruzsky	1902	valid
Temnothorax ambiguus	Emery	1895	valid
Temnothorax anacanthus	Santschi	1912	valid
Temnothorax andersoni	Mackay	2000	valid
Temnothorax andrei	Emery	1895	valid
Temnothorax androsanus	Wheeler	1905	valid
Temnothorax anemicus	Baroni Urbani	1978	valid
Temnothorax angulohumerus	[no authors]	2010	valid
Temnothorax angustinodus	[no authors]	1956	invalid
Temnothorax angustulus	Nylander	1856	valid
Temnothorax anira	Terayama & Onoyama	1999	valid
Temnothorax annectens	Wheeler	1931	invalid
Temnothorax annexus	Baroni Urbani	1978	valid
Temnothorax annibalis	Santschi	1909	valid
Temnothorax anodonta	Arnol'di	1977	valid
Temnothorax anodontoides	Dlussky & Zabelin	1985	valid
Temnothorax anoplogynus	Emery	1869	invalid
Temnothorax antera	Terayama & Onoyama	1999	valid
Temnothorax antigoni	Forel	1911	valid
Temnothorax arcanus	Kutter	1973	valid
Temnothorax archangelskiji	Kuznetsov-Ugamsky	1926	valid
Temnothorax archeri	Wheeler	1931	invalid
Temnothorax arenarius	Santschi	1908	valid
Temnothorax argentipes	Wheeler	1928	valid
Temnothorax arimensis	Azuma	1953	valid
Temnothorax arpini	Tarbinsky	1976	valid
Temnothorax artvinensis	Seifert	2006	valid
Temnothorax atlantis	Santschi	1911	valid
Temnothorax atomus	Cagniant & Espadaler	1997	valid
Temnothorax augusti	Baroni Urbani	1978	valid
Temnothorax auresianus	Santschi	1929	valid
Temnothorax aveli	Bondroit	1918	valid
Temnothorax aztecus	Wheeler	1931	valid
Temnothorax baeticus	Emery	1924	valid
Temnothorax balchashensis	Arnol'di	1971	invalid
Temnothorax balli	Santschi	1939	invalid
Temnothorax banao	Fontenla Rizo	1998	valid
Temnothorax barbouri	Aguayo	1931	valid
Temnothorax barroi	Aguayo	1931	valid
Temnothorax barryi	Cagniant	1967	valid
Temnothorax basara	Terayama & Onoyama	1999	valid
Temnothorax berlandi	Bondroit	1918	invalid
Temnothorax bermudezi	Wheeler	1931	valid
Temnothorax bestelmeyeri	Mackay	2000	valid
Temnothorax bicolor	Mackay	2000	valid
Temnothorax bierigi	Santschi	1931	invalid
Temnothorax bikara	Terayama & Onoyama	1999	valid
Temnothorax bimbache	Espadaler	2007	valid
Temnothorax blascoi	Espadaler	1997	valid
Temnothorax bradleyi	Wheeler	1913	valid
Temnothorax brauneri	Ruzsky	1905	valid
Temnothorax brauniella	Radchenko	1995	valid
Temnothorax brevispinosus	Mackay	2000	valid
Temnothorax brevispinus	Chang & He	2001	valid
Temnothorax bristoli	Mackay	2000	valid
Temnothorax bruneri	Mann	1924	valid
Temnothorax bucheti	Santschi	1909	valid
Temnothorax bugnioni	Forel	1894	valid
Temnothorax bulgaricus	Forel	1892	valid
Temnothorax cabrerae	Forel	1893	valid
Temnothorax caesari	Espadaler	1997	valid
Temnothorax cagnianti	Tinaut	1983	valid
Temnothorax canescens	Santschi	1908	valid
Temnothorax carinatus	[no authors]	1957	valid
Temnothorax carinthiacus	Bernard	1957	invalid
Temnothorax caucasicus	Arnol'di	1977	invalid
Temnothorax cenatus	[no authors]	1982	valid
Temnothorax cervantesi	Santschi	1919	invalid
Temnothorax chandleri	Mackay	2000	valid
Temnothorax chloana	Wheeler	1937	invalid
Temnothorax ciferrii	Menozzi & Russo	1930	valid
Temnothorax cingulata	Schenck	1852	invalid
Temnothorax clypeatus	Mayr	1853	valid
Temnothorax cokendolpheri	Mackay	2000	valid
Temnothorax coleenae	Mackay	2000	valid
Temnothorax confucii	Forel	1912	valid
Temnothorax congruus	Smith	1874	valid
Temnothorax convexus	Forel	1894	valid
Temnothorax cordieri	Bondroit	1918	invalid
Temnothorax cornibrevis	Collingwood	1961	valid
Temnothorax corticalis	Schenck	1852	valid
Temnothorax crassispinus	Karavaiev	1926	valid
Temnothorax creightoni	Mann	1929	valid
Temnothorax creolus	Baroni Urbani	1978	valid
Temnothorax crepuscularis	Tinaut	1995	valid
Temnothorax cristinae	Espadaler	1997	valid
Temnothorax cuneinodis	Radchenko	2004	valid
Temnothorax curtulus	Santschi	1929	valid
Temnothorax curvispinosus	Mayr	1866	valid
Temnothorax curvithorax	Bondroit	1918	invalid
Temnothorax cuyagueteje	Fontenla Rizo	1998	valid
Temnothorax darlingtoni	Wheeler	1937	valid
Temnothorax davisi	Wheeler	1905	invalid
Temnothorax delaparti	Forel	1890	valid
Temnothorax denticulatus	Stitz	1917	invalid
Temnothorax desertorum	Dlussky & Soyunov	1988	valid
Temnothorax desioi	Menozzi	1939	valid
Temnothorax dessyi	Menozzi	1936	valid
Temnothorax discoloratus	Arnol'di	1977	valid
Temnothorax dissimilis	Aguayo	1932	valid
Temnothorax ditifet	Cagniant & Espadaler	1997	valid
Temnothorax duloticus	Wesson	1937	valid
Temnothorax eburneipes	Wheeler	1927	valid
Temnothorax elderensis	Dlussky & Zabelin	1985	invalid
Temnothorax eldoradensis	Wheeler	1915	invalid
Temnothorax elongatus	Santschi	1919	invalid
Temnothorax emeryi	Santschi	1923	invalid
Temnothorax emmae	Mackay	2000	valid
Temnothorax ergatogyna	Bernard	1950	invalid
Temnothorax exilis	Emery	1869	valid
Temnothorax finzii	Menozzi	1925	valid
Temnothorax flavicornis	Emery	1870	valid
Temnothorax flavidulus	Wheeler & Mann	1914	valid
Temnothorax flavispinus	André	1883	valid
Temnothorax flavitarsis	Mann	1920	invalid
Temnothorax floridanus	Emery	1895	invalid
Temnothorax floridanus	Wheeler	1931	invalid
Temnothorax foreli	Aguayo	1931	invalid
Temnothorax foreli	Santschi	1907	valid
Temnothorax formosus	Santschi	1909	valid
Temnothorax fortinodis	Mayr	1886	invalid
Temnothorax fragosus	Mackay & Buschinger	2002	valid
Temnothorax fuentei	Santschi	1919	valid
Temnothorax fultonii	Forel	1902	valid
Temnothorax fumosus	Ruzsky	1923	valid
Temnothorax furunculus	Wheeler	1909	valid
Temnothorax fuscatus	Mann	1920	valid
Temnothorax gaetulus	Santschi	1923	valid
Temnothorax galeatus	Wheeler	1927	invalid
Temnothorax gallae	Smith	1949	valid
Temnothorax gallarum	Patton	1879	invalid
Temnothorax gazella	Santschi	1923	invalid
Temnothorax gibbifer	Baroni Urbani	1978	valid
Temnothorax glaber	Santschi	1925	invalid
Temnothorax glaesarius	Wheeler	1915	valid
Temnothorax goniops	Baroni Urbani	1978	valid
Temnothorax gracilicornis	Emery	1882	valid
Temnothorax gracilis	Mayr	1868	valid
Temnothorax graecus	Forel	1911	valid
Temnothorax gredosi	Espadaler & Collingwood	1982	valid
Temnothorax grouvellei	Bondroit	1918	valid
Temnothorax gundlachi	Wheeler	1913	valid
Temnothorax hadrumetensis	Santschi	1918	valid
Temnothorax haira	Terayama & Onoyama	1999	valid
Temnothorax hasardaghi	Dlussky & Zabelin	1985	invalid
Temnothorax hengshanensis	Huang, Chen & Zhou	2004	valid
Temnothorax hesperius	Santschi	1909	valid
Temnothorax himachalensis	Bharti, Gul & Schulz	2012	valid
Temnothorax hispaniolae	Baroni Urbani	1978	valid
Temnothorax hispidus	[no authors]	1957	valid
Temnothorax huatuo	Terayama	2009	valid
Temnothorax huehuetenangoi	Baroni Urbani	1978	valid
Temnothorax hyperisabellae	Baroni Urbani	1978	invalid
Temnothorax hystriculus	Wheeler	1915	valid
Temnothorax ibericus	Menozzi	1922	valid
Temnothorax imias	Fontenla Rizo	1998	valid
Temnothorax indra	Terayama & Onoyama	1999	valid
Temnothorax inermis	Forel	1902	valid
Temnothorax interruptus	Schenck	1852	valid
Temnothorax iowensis	Buren	1945	valid
Temnothorax iranicus	Radchenko	1994	valid
Temnothorax iris	Roger	1863	valid
Temnothorax isabellae	Wheeler	1908	valid
Temnothorax italicus	Consani & Zangheri	1952	valid
Temnothorax ixili	Baroni Urbani	1978	valid
Temnothorax jailensis	Arnol'di	1977	valid
Temnothorax janushevi	Radchenko	1994	valid
Temnothorax jaumei	Santschi	1930	invalid
Temnothorax josephi	Mackay	2000	valid
Temnothorax junipereti	Arnol'di	1977	invalid
Temnothorax kashmirensis	Bharti, Gul & Schulz	2012	valid
Temnothorax kaszabi	Pisarski	1969	valid
Temnothorax kemali	Santschi	1934	valid
Temnothorax kinomurai	Terayama & Onoyama	1999	valid
Temnothorax kirghizicus	Tarbinsky	1976	valid
Temnothorax kiudiria	Cagniant & Espadaler	1997	valid
Temnothorax knipovitshi	Karavaiev	1916	valid
Temnothorax korbi	Emery	1924	valid
Temnothorax koreanus	Teranishi	1940	valid
Temnothorax kraussei	Emery	1916	valid
Temnothorax kubira	Terayama & Onoyama	1999	valid
Temnothorax kuixing	Terayama	2009	valid
Temnothorax kurilensis	Radchenko	1994	valid
Temnothorax laciniatus	Stitz	1917	valid
Temnothorax laestrygon	Santschi	1931	valid
Temnothorax laetus	Wheeler	1937	valid
Temnothorax laevissima	Wheeler	1911	invalid
Temnothorax lagrecai	Baroni Urbani	1964	valid
Temnothorax laurae	Emery	1884	valid
Temnothorax leigong	Terayama	2009	valid
Temnothorax leimu	Terayama	2009	valid
Temnothorax leoni	Arnol'di	1971	valid
Temnothorax lereddei	Bernard	1953	valid
Temnothorax leucacanthus	Baroni Urbani	1978	valid
Temnothorax leviceps	Emery	1898	valid
Temnothorax leyeensis	[no authors]	2010	valid
Temnothorax lichtensteini	Bondroit	1918	valid
Temnothorax liebi	Mackay	2000	valid
Temnothorax lindae	Mackay	2000	invalid
Temnothorax lindbergi	Santschi	1931	invalid
Temnothorax liviae	[no authors]	2011	valid
Temnothorax longaevus	Wheeler	1915	valid
Temnothorax longipilosus	Santschi	1912	valid
Temnothorax longispinosus	Roger	1863	valid
Temnothorax lucayensis	Forel	1901	invalid
Temnothorax luciliae	Mann	1935	invalid
Temnothorax lugens	Roger	1863	invalid
Temnothorax luteus	Forel	1874	valid
Temnothorax makora	Terayama & Onoyama	1999	valid
Temnothorax manni	Wesson	1935	invalid
Temnothorax manni	Wheeler	1914	valid
Temnothorax manni	Wheeler	1931	invalid
Temnothorax maoerensis	[no authors]	2010	valid
Temnothorax mariposa	Wheeler	1917	invalid
Temnothorax marocana	Santschi	1909	valid
Temnothorax maryanae	Mackay	2000	invalid
Temnothorax massiliensis	Bondroit	1918	invalid
Temnothorax mauritanicus	Santschi	1909	valid
Temnothorax maurus	Santschi	1921	valid
Temnothorax megalops	Hamann & Klemm	1967	valid
Temnothorax mekira	[no authors]	2011	valid
Temnothorax melanderi	Wheeler	1909	invalid
Temnothorax melanocephala	Wheeler	1931	invalid
Temnothorax melanocephalus	Emery	1870	invalid
Temnothorax melas	Espadaler, Plateaux & Casevitz Weulersse	1984	valid
Temnothorax melinus	Mackay	2000	invalid
Temnothorax melleus	Forel	1904	valid
Temnothorax melnikovi	Ruzsky	1905	valid
Temnothorax mexicanus	Mackay	2000	valid
Temnothorax michali	Radchenko	2004	valid
Temnothorax microreticulatus	Bharti, Gul & Schulz	2012	valid
Temnothorax mimeuri	Cagniant & Espadaler	1997	valid
Temnothorax minozzii	Santschi	1922	valid
Temnothorax minutissimus	Smith	1942	valid
Temnothorax mirabilis	Espadaler & Cagniant	1996	valid
Temnothorax miserabilis	Santschi	1918	valid
Temnothorax mongolicus	Pisarski	1969	valid
Temnothorax monjauzei	Cagniant	1968	valid
Temnothorax mordax	Santschi	1919	invalid
Temnothorax mortoni	Aguayo	1937	valid
Temnothorax mulleri	Santschi	1926	invalid
Temnothorax mutica	Smith	1937	invalid
Temnothorax myersi	Wheeler	1931	valid
Temnothorax nadigi	Kutter	1925	valid
Temnothorax naeviventris	Santschi	1910	valid
Temnothorax narinicus	Tarbinsky	1976	invalid
Temnothorax nassanowi	Ruzsky	1895	valid
Temnothorax nassonovi	Ruzsky	1895	valid
Temnothorax neminan	Cagniant & Espadaler	1997	valid
Temnothorax neomexicanus	[no authors]	1903	valid
Temnothorax nevadensis	[no authors]	1903	valid
Temnothorax niger	Forel	1894	valid
Temnothorax nigricans	Baroni Urbani	1978	valid
Temnothorax nigriceps	Mayr	1855	valid
Temnothorax nigritus	Emery	1878	valid
Temnothorax nikitae	Arnol'di	1977	invalid
Temnothorax nipensis	Fontenla Rizo	1998	valid
Temnothorax nitens	Emery	1895	valid
Temnothorax nordmeyeri	Schulz	1997	valid
Temnothorax normandi	Santschi	1912	valid
Temnothorax nylanderi	Foerster	1850	valid
Temnothorax nylanderocorticalis	Forel	1874	invalid
Temnothorax obliquicanthus	[no authors]	1953	valid
Temnothorax obscurior	[no authors]	1893	valid
Temnothorax obturator	[no authors]	1903	valid
Temnothorax ocarinae	Baroni Urbani	1978	valid
Temnothorax ocellatus	Mackay	2000	invalid
Temnothorax opaciabdomin	Chang & He	2001	valid
Temnothorax opalina	Wheeler	1937	invalid
Temnothorax oraniensis	Forel	1894	valid
Temnothorax orchidus	[no authors]	2010	valid
Temnothorax oxianus	Ruzsky	1905	valid
Temnothorax oxynodis	Mackay	2000	valid
Temnothorax pallidipes	Santschi	1910	valid
Temnothorax pallidus	Collingwood	1961	valid
Temnothorax palustris	Deyrup & Cover	2004	valid
Temnothorax pamiricus	Ruzsky	1902	valid
Temnothorax pan	Santschi	1936	valid
Temnothorax pardoi	Tinaut	1987	valid
Temnothorax parvulus	Schenck	1852	valid
Temnothorax pastinifer	Emery	1894	valid
Temnothorax pastoris	Baroni Urbani	1978	invalid
Temnothorax pelagosanus	Müller	1923	valid
Temnothorax peninsularis	Wheeler	1934	valid
Temnothorax pergandei	Emery	1895	valid
Temnothorax personatus	Cagniant	1987	valid
Temnothorax petiolata	Mayr	1868	valid
Temnothorax petiolatus	Forel	1901	invalid
Temnothorax peyerimhoffi	Santschi	1929	valid
Temnothorax pictus	Emery	1924	invalid
Temnothorax pisarskii	Radchenko	2004	valid
Temnothorax pithyusae	Arnol'di	1977	invalid
Temnothorax placivus	Wheeler	1915	valid
Temnothorax platycephalus	Espadaler	1997	valid
Temnothorax platycnemis	Wheeler	1937	valid
Temnothorax poeyi	Wheeler	1913	valid
Temnothorax politus	Smith	1939	valid
Temnothorax porphyritis	Roger	1863	valid
Temnothorax praecreolus	De Andrade	1992	valid
Temnothorax pratostepposus	Arnol'di	1977	invalid
Temnothorax productus	Santschi	1918	valid
Temnothorax pulchellus	Emery	1894	valid
Temnothorax punctaticeps	Mackay	2000	valid
Temnothorax punctatissimus	Mackay	2000	valid
Temnothorax punctithorax	Mackay	2000	valid
Temnothorax punicans	Roger	1863	valid
Temnothorax purpuratus	Roger	1863	valid
Temnothorax rabaudi	Bondroit	1918	invalid
Temnothorax racovitzai	Bondroit	1918	valid
Temnothorax recedens	Nylander	1856	valid
Temnothorax reduncus	Wang, Xiao & Wu	1988	valid
Temnothorax reticulatus	Chang & He	2001	valid
Temnothorax risii	Forel	1892	valid
Temnothorax rogeri	Emery	1869	invalid
Temnothorax rothneyi	Forel	1902	valid
Temnothorax rottenbergii	Emery	1870	valid
Temnothorax rudis	Wheeler	1917	valid
Temnothorax rugatulus	Emery	1895	valid
Temnothorax rugiceps	Aguayo	1932	invalid
Temnothorax ruginosus	[no authors]	2010	valid
Temnothorax rugithorax	Mackay	2000	valid
Temnothorax rugosus	Mackay	2000	valid
Temnothorax rugulosus	Mackay	2000	valid
Temnothorax russula	Nylander	1856	invalid
Temnothorax rusticus	Santschi	1918	invalid
Temnothorax sallei	Guérin-Méneville	1852	valid
Temnothorax salvini	Forel	1899	valid
Temnothorax santra	Terayama & Onoyama	1999	valid
Temnothorax santschii	Forel	1905	valid
Temnothorax sardous	Santschi	1909	valid
Temnothorax satunini	Ruzsky	1902	valid
Temnothorax saudiae	Collingwood & Agosti	1996	valid
Temnothorax saxatilis	Schulz, Heinze & Pusch	2007	valid
Temnothorax saxonicus	Seifert	1995	valid
Temnothorax scabripes	Mann	1920	invalid
Temnothorax schaufussi	Forel	1879	valid
Temnothorax schaumii	Roger	1863	valid
Temnothorax schmittii	[no authors]	1903	valid
Temnothorax schoedli	Seifert	2006	valid
Temnothorax schurri	Forel	1902	valid
Temnothorax schwarzi	Mann	1920	valid
Temnothorax semenovi	Ruzsky	1903	valid
Temnothorax semiruber	André	1881	valid
Temnothorax senectutis	Baroni Urbani	1978	valid
Temnothorax serviculus	Ruzsky	1902	valid
Temnothorax sevanensis	Arnol'di	1977	valid
Temnothorax shannxiensis	[no authors]	2010	valid
Temnothorax shelkovnikovi	Karavaiev	1926	valid
Temnothorax silvestrii	Menozzi	1921	invalid
Temnothorax silvestrii	Santschi	1911	valid
Temnothorax simesno	Cagniant & Espadaler	1997	valid
Temnothorax similis	Baroni Urbani	1978	valid
Temnothorax simpliciuscula	Nylander	1856	invalid
Temnothorax singularis	Radchenko	1994	valid
Temnothorax skwarrae	Wheeler	1931	valid
Temnothorax slavonicus	Seifert	1995	invalid
Temnothorax smithi	Baroni Urbani	1978	valid
Temnothorax solerii	Menozzi	1936	valid
Temnothorax sordidulus	Müller	1923	valid
Temnothorax specularis	Emery	1916	valid
Temnothorax spinosior	Forel	1901	valid
Temnothorax spinosus	Forel	1909	valid
Temnothorax splendens	Wheeler	1905	valid
Temnothorax squamifer	Roger	1863	valid
Temnothorax steinbergi	Arnol'di	1971	valid
Temnothorax stenotyle	[no authors]	1956	valid
Temnothorax stipaceus	Ruzsky	1905	invalid
Temnothorax stitzi	Santschi	1918	valid
Temnothorax stollii	Forel	1885	valid
Temnothorax striatulus	Stitz	1937	valid
Temnothorax striatus	[no authors]	2010	valid
Temnothorax subcingulatus	Emery	1924	valid
Temnothorax subditivus	Wheeler	1903	valid
Temnothorax suberis	Forel	1894	valid
Temnothorax submuticus	Emery	1915	invalid
Temnothorax susamyri	Dlussky	1965	valid
Temnothorax taivanensis	Wheeler	1929	valid
Temnothorax talassicus	Tarbinsky	1976	invalid
Temnothorax tamarae	Radchenko	1994	valid
Temnothorax tauricus	Ruzsky	1902	valid
Temnothorax tebessae	Forel	1890	valid
Temnothorax tenuisculptus	Baroni Urbani	1978	valid
Temnothorax tenuispinus	Santschi	1911	valid
Temnothorax terricola	Mann	1920	valid
Temnothorax terrigena	[no authors]	1903	valid
Temnothorax tesquorum	Arnol'di	1977	valid
Temnothorax texanus	[no authors]	1903	valid
Temnothorax theryi	Santschi	1921	valid
Temnothorax tianpeng	Terayama	2009	valid
Temnothorax tianschanicus	Tarbinsky	1976	valid
Temnothorax tirolensis	Gredler	1858	invalid
Temnothorax torrei	Aguayo	1931	valid
Temnothorax totonicapani	Baroni Urbani	1978	valid
Temnothorax tricarinatus	Emery	1895	valid
Temnothorax tricolor	Santschi	1925	valid
Temnothorax tristis	Bondroit	1918	valid
Temnothorax tuberoaffinis	Bondroit	1918	invalid
Temnothorax tuberointerruptus	Bondroit	1918	invalid
Temnothorax tuberosa	Latreille	1802	valid
Temnothorax tuberum	Fabricius	1775	valid
Temnothorax turcicus	Santschi	1934	valid
Temnothorax turritellus	Cagniant & Espadaler	1997	valid
Temnothorax tuscaloosae	Wilson	1951	valid
Temnothorax tyndalei	Forel	1909	valid
Temnothorax umbratipes	Wheeler	1937	invalid
Temnothorax unifasciatus	Latreille	1798	valid
Temnothorax universitatis	Espadaler	1997	valid
Temnothorax usunkul	Ruzsky	1924	valid
Temnothorax versicolor	Roger	1863	valid
Temnothorax villarensis	Aguayo	1931	valid
Temnothorax violaceus	Mann	1924	valid
Temnothorax volgensis	Ruzsky	1905	valid
Temnothorax volubilis	Santschi	1929	invalid
Temnothorax werneri	Radchenko	1994	valid
Temnothorax wheeleri	Mann	1920	valid
Temnothorax wheeleri	Smith	1929	invalid
Temnothorax whitfordi	Mackay	2000	valid
Temnothorax williami	Baroni Urbani	1978	invalid
Temnothorax wollastoni	Donisthorpe	1940	valid
Temnothorax wroughtonii	Forel	1904	valid
Temnothorax wui	Wheeler	1929	valid
Temnothorax xanthos	Radchenko	2004	valid
Temnothorax yanwan	Terayama	2009	valid
Temnothorax zhejiangensis	[no authors]	2010	valid
Terataner alluaudi	Emery	1895	valid
Terataner bottegoi	Emery	1896	valid
Terataner elegans	Bernard	1953	valid
Terataner foreli	Emery	1899	valid
Terataner luteus	Emery	1899	valid
Terataner piceus	Menozzi	1942	valid
Terataner rufipes	Emery	1912	valid
Terataner scotti	Forel	1912	valid
Terataner steinheili	Forel	1895	valid
Terataner transvaalensis	Arnold	1952	valid
Terataner velatus	Bolton	1981	valid
Terataner xaltus	Bolton	1981	valid
Teratomyrmex greavesi	McAreavey	1957	valid
Teratomyrmex substrictus	Shattuck & O'Reilly	2013	valid
Teratomyrmex tinae	Shattuck & O'Reilly	2013	valid
Tetheamyrma subspongia	Bolton	1991	valid
Tetramorium aculeatum	Mayr	1866	valid
Tetramorium adamsi	[no authors]	2012	valid
Tetramorium adelphon	Bolton	1979	valid
Tetramorium adpressum	Bolton	1976	valid
Tetramorium aegeum	Radchenko	1992	valid
Tetramorium africanum	Mayr	1866	valid
Tetramorium agile	Arnold	1960	valid
Tetramorium agnum	Santschi	1935	valid
Tetramorium aherni	[no authors]	2012	valid
Tetramorium akengense	Wheeler	1922	valid
Tetramorium akermani	Arnold	1926	valid
Tetramorium ala	[no authors]	2012	valid
Tetramorium alpestre	[no authors]	2010	valid
Tetramorium alternans	Santschi	1929	valid
Tetramorium altivagans	Santschi	1914	valid
Tetramorium amalae	Sharaf, Aldawood & Taylor	2012	valid
Tetramorium amatongae	Bolton	1980	valid
Tetramorium amaurum	Bolton	1980	valid
Tetramorium ambanizana	[no authors]	2012	valid
Tetramorium ambatovy	[no authors]	2012	valid
Tetramorium amentete	Bolton	1980	valid
Tetramorium amissum	Bolton	1980	valid
Tetramorium amium	Forel	1912	valid
Tetramorium anatolicum	Csősz, Radchenko & Schulz	2007	valid
Tetramorium andohahela	[no authors]	2012	valid
Tetramorium andrei	Forel	1892	valid
Tetramorium andrynicum	Bolton	1977	valid
Tetramorium angulinode	Santschi	1910	valid
Tetramorium ankarana	[no authors]	2012	valid
Tetramorium annectens	Pisarski	1969	valid
Tetramorium anodontion	Bolton	1979	valid
Tetramorium antennatum	Mann	1919	valid
Tetramorium antipodum	Wheeler	1927	valid
Tetramorium antrema	Bolton	1976	valid
Tetramorium anxium	Santschi	1914	valid
Tetramorium aptum	Bolton	1977	valid
Tetramorium areolatus	Stitz	1910	invalid
Tetramorium argenteopilosum	Arnold	1926	valid
Tetramorium argentirubrum	Dietrich	2004	valid
Tetramorium armatum	Santschi	1927	valid
Tetramorium arnoldi	Forel	1913	valid
Tetramorium arnoldi	Santschi	1916	invalid
Tetramorium artemis	[no authors]	2012	valid
Tetramorium aruensis	Karavaiev	1935	invalid
Tetramorium arzi	Tohmé	1969	valid
Tetramorium asetyum	Bolton	1980	valid
Tetramorium aspersum	Smith	1865	valid
Tetramorium aspinatum	Prins	1973	invalid
Tetramorium ataxium	Bolton	1980	valid
Tetramorium auropunctatus	Forel	1910	valid
Tetramorium australe	Bolton	1977	invalid
Tetramorium avaratra	[no authors]	2012	valid
Tetramorium avium	Bolton	1980	valid
Tetramorium azcatltontlium	[no authors]	2011	valid
Tetramorium bacchus	Forel	1910	invalid
Tetramorium banyulense	Bernard	1983	invalid
Tetramorium barbigerum	Bolton	1980	valid
Tetramorium bariensis	Forel	1911	invalid
Tetramorium barryi	Mathew	1981	valid
Tetramorium basum	Bolton	1977	valid
Tetramorium baufra	Bolton	1976	valid
Tetramorium beesoni	Mukerjee	1934	valid
Tetramorium belgaense	Forel	1902	valid
Tetramorium bellicosum	Bolton	1980	valid
Tetramorium bendai	Hita Garcia, Fischer & Peters	2010	valid
Tetramorium bequaerti	Forel	1913	valid
Tetramorium berbiculum	Bolton	1980	valid
Tetramorium bessonii	Forel	1891	valid
Tetramorium bevisi	Arnold	1958	valid
Tetramorium bicarinatum	Nylander	1846	valid
Tetramorium bicolor	Viehmeyer	1914	valid
Tetramorium bicolorum	Vásquez-Bolaños	2007	valid
Tetramorium binodis	Linnaeus	1763	valid
Tetramorium biskrense	Forel	1904	valid
Tetramorium bismarckii	Forel	1901	invalid
Tetramorium blochmannii	Forel	1887	invalid
Tetramorium boehmei	[no authors]	2010	valid
Tetramorium boltoni	Hita Garcia, Fischer & Peters	2010	valid
Tetramorium bonibony	[no authors]	2012	valid
Tetramorium bothae	Forel	1910	valid
Tetramorium braunsi	Forel	1913	invalid
Tetramorium brevicorne	Bondroit	1918	valid
Tetramorium brevidentatum	Kutter	1932	valid
Tetramorium brevis	Weber	1943	invalid
Tetramorium brevispinosum	Stitz	1910	valid
Tetramorium browni	Bolton	1980	valid
Tetramorium browni	Mathew & Tiwari	2000	invalid
Tetramorium bulawayense	Forel	1913	valid
Tetramorium bursakovi	Radchenko	1992	invalid
Tetramorium buthrum	Bolton	1980	valid
Tetramorium caespitum	Linnaeus	1758	valid
Tetramorium caldarium	Roger	1857	valid
Tetramorium calidum	Forel	1907	valid
Tetramorium calinum	Bolton	1980	valid
Tetramorium camerunense	Mayr	1895	valid
Tetramorium candidum	Bolton	1980	valid
Tetramorium capense	Mayr	1865	valid
Tetramorium capillosum	Bolton	1980	valid
Tetramorium capitale	McAreavey	1949	valid
Tetramorium cardiocarenum	Xu & Zheng	1994	valid
Tetramorium carinatum	Smith	1859	valid
Tetramorium cariniceps	Guérin-Méneville	1852	invalid
Tetramorium centum	Bolton	1977	valid
Tetramorium ceramensis	Stitz	1912	invalid
Tetramorium chapmani	Bolton	1977	valid
Tetramorium chefketi	Forel	1911	valid
Tetramorium chepocha	Bolton	1976	valid
Tetramorium chloe	Santschi	1920	valid
Tetramorium christiei	Forel	1902	valid
Tetramorium ciliatum	Bolton	1977	valid
Tetramorium cinereus	Weber	1943	invalid
Tetramorium clunum	Forel	1913	valid
Tetramorium cognatum	Bolton	1979	valid
Tetramorium coillum	Bolton	1979	valid
Tetramorium coloreum	Mayr	1901	valid
Tetramorium commodum	Santschi	1924	invalid
Tetramorium concaviceps	Bursakov	1984	valid
Tetramorium confinis	Radchenko & Arakelian	1990	invalid
Tetramorium confusum	Bolton	1977	valid
Tetramorium constanciae	Arnold	1917	valid
Tetramorium convexum	Bolton	1980	valid
Tetramorium coonoorense	Forel	1902	valid
Tetramorium cordatum	Sheela & Narendran	1998	valid
Tetramorium costatus	Emery	1897	invalid
Tetramorium crepum	Wang, Xiao & Wu	1988	valid
Tetramorium cristatum	Stitz	1910	valid
Tetramorium crypticum	Bolton	1976	valid
Tetramorium cuneinode	Bolton	1977	valid
Tetramorium curtulum	Emery	1895	valid
Tetramorium curvispinosum	Mayr	1897	valid
Tetramorium cyclolobium	Xu & Zheng	1994	valid
Tetramorium cynicum	Bolton	1977	valid
Tetramorium davidi	Forel	1911	valid
Tetramorium debilis	Emery	1924	valid
Tetramorium decamerum	Forel	1902	valid
Tetramorium deceptum	Bolton	1977	valid
Tetramorium dedefra	Bolton	1976	valid
Tetramorium degener	Santschi	1911	valid
Tetramorium delagoense	Forel	1894	valid
Tetramorium densopilosum	Radchenko & Arakelian	1990	valid
Tetramorium depressiceps	Menozzi	1933	valid
Tetramorium depressum	Forel	1892	valid
Tetramorium desertorum	Forel	1910	valid
Tetramorium dichroum	Santschi	1932	valid
Tetramorium difficile	Bolton	1977	valid
