subfamily	tribe	genus	species	subspecies	status	senior synonym	fossil
Myrmicinae	Formicoxenini	Temnothorax	pan		valid		
Myrmicinae	Formicoxenini	Temnothorax	paolii		unavailable		
Myrmicinae	Formicoxenini	Temnothorax	pardoi		valid		
Myrmicinae	Formicoxenini	Temnothorax	parkeri		unavailable		
Myrmicinae	Formicoxenini	Temnothorax	parvulus		valid		
Myrmicinae	Formicoxenini	Temnothorax	pastinifer		valid		
Myrmicinae	Formicoxenini	Temnothorax	pastoris		synonym		
Myrmicinae	Formicoxenini	Temnothorax	pelagosanus		valid		
Myrmicinae	Formicoxenini	Temnothorax	peninsularis		valid		
Myrmicinae	Formicoxenini	Temnothorax	pergandei		valid		
Myrmicinae	Formicoxenini	Temnothorax	personatus		valid		
Myrmicinae	Formicoxenini	Temnothorax	petiolata		valid		fossil
Myrmicinae	Formicoxenini	Temnothorax	petiolatus		homonym		
Myrmicinae	Formicoxenini	Temnothorax	petri		synonym		
Myrmicinae	Formicoxenini	Temnothorax	peyerimhoffi		valid		
Myrmicinae	Formicoxenini	Temnothorax	pictus		synonym		
Myrmicinae	Formicoxenini	Temnothorax	pisarskii		valid		
Myrmicinae	Formicoxenini	Temnothorax	pithyusae		synonym		
Myrmicinae	Formicoxenini	Temnothorax	placivus		valid		fossil
Myrmicinae	Formicoxenini	Temnothorax	platycephalus		valid		
Myrmicinae	Formicoxenini	Temnothorax	platycnemis		valid		
Myrmicinae	Formicoxenini	Temnothorax	poeyi		valid		
Myrmicinae	Formicoxenini	Temnothorax	politus		valid		
Myrmicinae	Formicoxenini	Temnothorax	porphyritis		valid		
Myrmicinae	Formicoxenini	Temnothorax	praecreolus		valid		fossil
Myrmicinae	Formicoxenini	Temnothorax	pratostepposus		synonym		
Myrmicinae	Formicoxenini	Temnothorax	prisca		recombined		fossil
Myrmicinae	Formicoxenini	Temnothorax	productus		valid		
Myrmicinae	Formicoxenini	Temnothorax	proxima		synonym		
Myrmicinae	Formicoxenini	Temnothorax	pseudoxanthus		unavailable		
Myrmicinae	Formicoxenini	Temnothorax	pulchellus		valid		
Myrmicinae	Formicoxenini	Temnothorax	punctaticeps		valid		
Myrmicinae	Formicoxenini	Temnothorax	punctatissimus		valid		
Myrmicinae	Formicoxenini	Temnothorax	punctithorax		valid		
Myrmicinae	Formicoxenini	Temnothorax	punicans		valid		
Myrmicinae	Formicoxenini	Temnothorax	purpuratus		valid		
Myrmicinae	Formicoxenini	Temnothorax	rabaudi		synonym		
Myrmicinae	Formicoxenini	Temnothorax	racovitzai		valid		
Myrmicinae	Formicoxenini	Temnothorax	recedens		valid		
Myrmicinae	Formicoxenini	Temnothorax	reduncus		valid		
Myrmicinae	Formicoxenini	Temnothorax	reticulatus		valid		
Myrmicinae	Formicoxenini	Temnothorax	retifer		synonym		
Myrmicinae	Formicoxenini	Temnothorax	risii		valid		
Myrmicinae	Formicoxenini	Temnothorax	rogeri		synonym		
Myrmicinae	Formicoxenini	Temnothorax	rothneyi		valid		
Myrmicinae	Formicoxenini	Temnothorax	rothneyi	simlensis	valid		
Myrmicinae	Formicoxenini	Temnothorax	rottenbergi		synonym	Temnothorax rottenbergii	
Myrmicinae	Formicoxenini	Temnothorax	rottenbergii		valid		
Myrmicinae	Formicoxenini	Temnothorax	rottenbergii	ernesti	valid		
Myrmicinae	Formicoxenini	Temnothorax	rottenbergii	jesus	valid		
Myrmicinae	Formicoxenini	Temnothorax	rottenbergii	scabriosus	valid		
Myrmicinae	Formicoxenini	Temnothorax	rudis		recombined		fossil
Myrmicinae	Formicoxenini	Temnothorax	rudis		valid		
Myrmicinae	Formicoxenini	Temnothorax	ruficornis		synonym		
Myrmicinae	Formicoxenini	Temnothorax	rufithorax		synonym		
Myrmicinae	Formicoxenini	Temnothorax	rugatulus		valid		
Myrmicinae	Formicoxenini	Temnothorax	rugiceps		synonym		
Myrmicinae	Formicoxenini	Temnothorax	ruginosus		valid		
Myrmicinae	Formicoxenini	Temnothorax	rugithorax		valid		
Myrmicinae	Formicoxenini	Temnothorax	rugosostriata		recombined		fossil
Myrmicinae	Formicoxenini	Temnothorax	rugosus		valid		
Myrmicinae	Formicoxenini	Temnothorax	rugulosus		valid		
Myrmicinae	Formicoxenini	Temnothorax	russula		synonym		
Myrmicinae	Formicoxenini	Temnothorax	rusticus		synonym		
Myrmicinae	Formicoxenini	Temnothorax	sachalinensis		synonym		
Myrmicinae	Formicoxenini	Temnothorax	salina		synonym		
Myrmicinae	Formicoxenini	Temnothorax	sallei		valid		
Myrmicinae	Formicoxenini	Temnothorax	salvini		valid		
Myrmicinae	Formicoxenini	Temnothorax	santra		valid		
Myrmicinae	Formicoxenini	Temnothorax	santschii		valid		
Myrmicinae	Formicoxenini	Temnothorax	sardous		valid		
Myrmicinae	Formicoxenini	Temnothorax	satunini		valid		
Myrmicinae	Formicoxenini	Temnothorax	saudiae		valid		
Myrmicinae	Formicoxenini	Temnothorax	saxatilis		valid		
Myrmicinae	Formicoxenini	Temnothorax	saxonicus		valid		
Myrmicinae	Formicoxenini	Temnothorax	scabripes		synonym		
Myrmicinae	Formicoxenini	Temnothorax	scandens		recombined		
Myrmicinae	Formicoxenini	Temnothorax	schaufussi		valid		
Myrmicinae	Formicoxenini	Temnothorax	schaumii		valid		
Myrmicinae	Formicoxenini	Temnothorax	schmittii		valid		
Myrmicinae	Formicoxenini	Temnothorax	schoedli		valid		
Myrmicinae	Formicoxenini	Temnothorax	schurri		valid		
Myrmicinae	Formicoxenini	Temnothorax	schwarzi		valid		
Myrmicinae	Formicoxenini	Temnothorax	semenovi		valid		
Myrmicinae	Formicoxenini	Temnothorax	semiruber		valid		
Myrmicinae	Formicoxenini	Temnothorax	senectutis		valid		
Myrmicinae	Formicoxenini	Temnothorax	sergensis		synonym		
Myrmicinae	Formicoxenini	Temnothorax	sericeiventris		unavailable		
Myrmicinae	Formicoxenini	Temnothorax	serviculus		valid		
Myrmicinae	Formicoxenini	Temnothorax	sevanensis		valid		
Myrmicinae	Formicoxenini	Temnothorax	shannxiensis		valid		
Myrmicinae	Formicoxenini	Temnothorax	shelkovnikovi		valid		
Myrmicinae	Formicoxenini	Temnothorax	silvanus		synonym		
Myrmicinae	Formicoxenini	Temnothorax	silvestrii		homonym		
Myrmicinae	Formicoxenini	Temnothorax	silvestrii		valid		
Myrmicinae	Formicoxenini	Temnothorax	simesno		valid		
Myrmicinae	Formicoxenini	Temnothorax	similis		synonym		
Myrmicinae	Formicoxenini	Temnothorax	simpliciuscula		synonym		
Myrmicinae	Formicoxenini	Temnothorax	singularis		valid		
Myrmicinae	Formicoxenini	Temnothorax	skwarrae		valid		
Myrmicinae	Formicoxenini	Temnothorax	slavonicus		synonym		
Myrmicinae	Formicoxenini	Temnothorax	smithi		valid		
Myrmicinae	Formicoxenini	Temnothorax	solerii		valid		
Myrmicinae	Formicoxenini	Temnothorax	sordidulus		valid		
Myrmicinae	Formicoxenini	Temnothorax	specularis		valid		
Myrmicinae	Formicoxenini	Temnothorax	spinosior		valid		
Myrmicinae	Formicoxenini	Temnothorax	spinosus		unavailable		
Myrmicinae	Formicoxenini	Temnothorax	spinosus		valid		
Myrmicinae	Formicoxenini	Temnothorax	splendens		valid		
Myrmicinae	Formicoxenini	Temnothorax	squamifer		valid		
Myrmicinae	Formicoxenini	Temnothorax	steinbergi		valid		
Myrmicinae	Formicoxenini	Temnothorax	stenotyle		valid		
Myrmicinae	Formicoxenini	Temnothorax	stipaceus		synonym		
Myrmicinae	Formicoxenini	Temnothorax	stitzi		synonym		
Myrmicinae	Formicoxenini	Temnothorax	stollii		valid		
Myrmicinae	Formicoxenini	Temnothorax	striatulus		valid		
Myrmicinae	Formicoxenini	Temnothorax	striatus		valid		
Myrmicinae	Formicoxenini	Temnothorax	subcingulatus		valid		
Myrmicinae	Formicoxenini	Temnothorax	subditivus		valid		
Myrmicinae	Formicoxenini	Temnothorax	suberis		valid		
Myrmicinae	Formicoxenini	Temnothorax	submuticus		synonym		
Myrmicinae	Formicoxenini	Temnothorax	subnudus		synonym		
Myrmicinae	Formicoxenini	Temnothorax	susamyri		valid		
Myrmicinae	Formicoxenini	Temnothorax	suturalis		unavailable		
Myrmicinae	Formicoxenini	Temnothorax	taivanensis		valid		
Myrmicinae	Formicoxenini	Temnothorax	talassicus		synonym		
Myrmicinae	Formicoxenini	Temnothorax	tamarae		valid		
Myrmicinae	Formicoxenini	Temnothorax	tauricus		valid		
Myrmicinae	Formicoxenini	Temnothorax	tebessae		valid		
Myrmicinae	Formicoxenini	Temnothorax	tebessae	gapsensis	valid		
Myrmicinae	Formicoxenini	Temnothorax	tellensis		unavailable		
Myrmicinae	Formicoxenini	Temnothorax	tenuisculptus		valid		
Myrmicinae	Formicoxenini	Temnothorax	tenuispinus		unavailable		
Myrmicinae	Formicoxenini	Temnothorax	tenuispinus		valid		
Myrmicinae	Formicoxenini	Temnothorax	tergestina		synonym		
Myrmicinae	Formicoxenini	Temnothorax	terricola		valid		
Myrmicinae	Formicoxenini	Temnothorax	terrigena		valid		
Myrmicinae	Formicoxenini	Temnothorax	tesquorum		valid		
Myrmicinae	Formicoxenini	Temnothorax	texanus		valid		
Myrmicinae	Formicoxenini	Temnothorax	theryi		valid		
Myrmicinae	Formicoxenini	Temnothorax	tianpeng		valid		
Myrmicinae	Formicoxenini	Temnothorax	tianschanicus		valid		
Myrmicinae	Formicoxenini	Temnothorax	timida		synonym		
Myrmicinae	Formicoxenini	Temnothorax	tirolensis		synonym		
Myrmicinae	Formicoxenini	Temnothorax	torrei		valid		
Myrmicinae	Formicoxenini	Temnothorax	totonicapani		valid		
Myrmicinae	Formicoxenini	Temnothorax	tozae		unavailable		
Myrmicinae	Formicoxenini	Temnothorax	transitoria		unavailable		
Myrmicinae	Formicoxenini	Temnothorax	tricarinatus		valid		
Myrmicinae	Formicoxenini	Temnothorax	tricolor		valid		
Myrmicinae	Formicoxenini	Temnothorax	tristis		synonym		
Myrmicinae	Formicoxenini	Temnothorax	tristis		valid		
Myrmicinae	Formicoxenini	Temnothorax	tuberoaffinis		synonym		
Myrmicinae	Formicoxenini	Temnothorax	tuberointerruptus		synonym		
Myrmicinae	Formicoxenini	Temnothorax	tuberosa		synonym		
Myrmicinae	Formicoxenini	Temnothorax	tuberum		valid		
Myrmicinae	Formicoxenini	Temnothorax	tuberum	nylanderounifasciatus	valid		
Myrmicinae	Formicoxenini	Temnothorax	tuberum	tuberonigriceps	valid		
Myrmicinae	Formicoxenini	Temnothorax	turcicus		valid		
Myrmicinae	Formicoxenini	Temnothorax	turritellus		valid		
Myrmicinae	Formicoxenini	Temnothorax	tuscaloosae		valid		
Myrmicinae	Formicoxenini	Temnothorax	tyndalei		valid		
Myrmicinae	Formicoxenini	Temnothorax	ucrainicus		synonym		
Myrmicinae	Formicoxenini	Temnothorax	umbratipes		synonym		
Myrmicinae	Formicoxenini	Temnothorax	unifasciatointerruptus		synonym		
Myrmicinae	Formicoxenini	Temnothorax	unifasciatonigricipoides		unavailable		
Myrmicinae	Formicoxenini	Temnothorax	unifasciatus		valid		
Myrmicinae	Formicoxenini	Temnothorax	unifasciatus	obenbergeri	valid		
Myrmicinae	Formicoxenini	Temnothorax	unifasciatus	rougeti	valid		
Myrmicinae	Formicoxenini	Temnothorax	unifasciatus	staegeri	valid		
Myrmicinae	Formicoxenini	Temnothorax	unifasciatus	unifasciatonigriceps	valid		
Myrmicinae	Formicoxenini	Temnothorax	universitatis		valid		
Myrmicinae	Formicoxenini	Temnothorax	usunkul		valid		
Myrmicinae	Formicoxenini	Temnothorax	veneris		unavailable		
Myrmicinae	Formicoxenini	Temnothorax	versicolor		valid		
Myrmicinae	Formicoxenini	Temnothorax	versicolor	guanahacabibes	valid		
Myrmicinae	Formicoxenini	Temnothorax	villarensis		valid		
Myrmicinae	Formicoxenini	Temnothorax	violaceus		valid		
Myrmicinae	Formicoxenini	Temnothorax	volgensis		valid		
Myrmicinae	Formicoxenini	Temnothorax	volubilis		synonym		
Myrmicinae	Formicoxenini	Temnothorax	wasmanni		recombined		
Myrmicinae	Formicoxenini	Temnothorax	werneri		valid		
Myrmicinae	Formicoxenini	Temnothorax	wheeleri		homonym		
Myrmicinae	Formicoxenini	Temnothorax	wheeleri		valid		
Myrmicinae	Formicoxenini	Temnothorax	whitfordi		valid		
Myrmicinae	Formicoxenini	Temnothorax	williami		synonym		
Myrmicinae	Formicoxenini	Temnothorax	wollastoni		valid		
Myrmicinae	Formicoxenini	Temnothorax	wroughtonii		valid		
Myrmicinae	Formicoxenini	Temnothorax	wui		valid		
Myrmicinae	Formicoxenini	Temnothorax	xanthos		valid		
Myrmicinae	Formicoxenini	Temnothorax	yanwan		valid		
Myrmicinae	Formicoxenini	Temnothorax	zhejiangensis		valid		
Myrmicinae	Formicoxenini	Terataner	alluaudi		valid		
Myrmicinae	Formicoxenini	Terataner	bottegoi		valid		
Myrmicinae	Formicoxenini	Terataner	elegans		valid		
Myrmicinae	Formicoxenini	Terataner	foreli		valid		
Myrmicinae	Formicoxenini	Terataner	luteus		valid		
Myrmicinae	Formicoxenini	Terataner	piceus		valid		
Myrmicinae	Formicoxenini	Terataner	rufipes		valid		
Myrmicinae	Formicoxenini	Terataner	scotti		valid		
Myrmicinae	Formicoxenini	Terataner	steinheili		valid		
Myrmicinae	Formicoxenini	Terataner	transvaalensis		valid		
Myrmicinae	Formicoxenini	Terataner	velatus		valid		
Myrmicinae	Formicoxenini	Terataner	xaltus		valid		
Myrmicinae	Formicoxenini	Tricytarus	parviumgulatus		unidentifiable		
Myrmicinae	Formicoxenini	Vombisidris	acherdos		valid		
Myrmicinae	Formicoxenini	Vombisidris	australis		valid		
Myrmicinae	Formicoxenini	Vombisidris	bilongrudi		valid		
Myrmicinae	Formicoxenini	Vombisidris	dryas		valid		
Myrmicinae	Formicoxenini	Vombisidris	harpeza		valid		
Myrmicinae	Formicoxenini	Vombisidris	humboldticola		valid		
Myrmicinae	Formicoxenini	Vombisidris	jacobsoni		valid		
Myrmicinae	Formicoxenini	Vombisidris	lochme		valid		
Myrmicinae	Formicoxenini	Vombisidris	nahet		valid		
Myrmicinae	Formicoxenini	Vombisidris	occidua		valid		
Myrmicinae	Formicoxenini	Vombisidris	philax		valid		
Myrmicinae	Formicoxenini	Vombisidris	philippina		valid		
Myrmicinae	Formicoxenini	Vombisidris	regina		valid		
Myrmicinae	Formicoxenini	Vombisidris	renateae		valid		
Myrmicinae	Formicoxenini	Vombisidris	umbrabdomina		valid		
Myrmicinae	Formicoxenini	Vombisidris	xylochos		valid		
Myrmicinae	Formicoxenini	Xenomyrmex	castus		synonym		
Myrmicinae	Formicoxenini	Xenomyrmex	cubanus		synonym		
Myrmicinae	Formicoxenini	Xenomyrmex	floridanus		valid		
Myrmicinae	Formicoxenini	Xenomyrmex	floridanus	skwarrae	valid		
Myrmicinae	Formicoxenini	Xenomyrmex	lucayanus		synonym		
Myrmicinae	Formicoxenini	Xenomyrmex	mexicanus		synonym		
Myrmicinae	Formicoxenini	Xenomyrmex	nodosus		synonym		
Myrmicinae	Formicoxenini	Xenomyrmex	panamanus		valid		
Myrmicinae	Formicoxenini	Xenomyrmex	rufescens		synonym		
Myrmicinae	Formicoxenini	Xenomyrmex	stollii		valid		
Myrmicinae	Lenomyrmecini	Lenomyrmex	colwelli		valid		
Myrmicinae	Lenomyrmecini	Lenomyrmex	costatus		valid		
Myrmicinae	Lenomyrmecini	Lenomyrmex	foveolatus		valid		
Myrmicinae	Lenomyrmecini	Lenomyrmex	inusitatus		valid		
Myrmicinae	Lenomyrmecini	Lenomyrmex	mandibularis		valid		
Myrmicinae	Lenomyrmecini	Lenomyrmex	wardi		valid		
Myrmicinae	Liomyrmecini	Liomyrmex	aurianus		synonym		
Myrmicinae	Liomyrmecini	Liomyrmex	butteli		synonym		
Myrmicinae	Liomyrmecini	Liomyrmex	caeca		homonym		
Myrmicinae	Liomyrmecini	Liomyrmex	carinatus		synonym		
Myrmicinae	Liomyrmecini	Liomyrmex	dispar		recombined		
Myrmicinae	Liomyrmecini	Liomyrmex	froggatti		synonym		
Myrmicinae	Liomyrmecini	Liomyrmex	gestroi		valid		
Myrmicinae	Liomyrmecini	Liomyrmex	major		synonym		
Myrmicinae	Liomyrmecini	Liomyrmex	reneae		synonym		
Myrmicinae	Liomyrmecini	Liomyrmex	tagalanus		synonym		
Myrmicinae	Liomyrmecini	Liomyrmex	taylori		synonym		
Myrmicinae	Melissotarsini	Melissotarsus	beccarii		valid		
Myrmicinae	Melissotarsini	Melissotarsus	compressus		synonym		
Myrmicinae	Melissotarsini	Melissotarsus	emeryi		valid		
Myrmicinae	Melissotarsini	Melissotarsus	insularis		valid		
Myrmicinae	Melissotarsini	Melissotarsus	major		synonym		
Myrmicinae	Melissotarsini	Melissotarsus	pilipes		synonym		
Myrmicinae	Melissotarsini	Melissotarsus	titubans		synonym		
Myrmicinae	Melissotarsini	Melissotarsus	weissi		valid		
Myrmicinae	Melissotarsini	Rhopalomastix	escherichi		valid		
Myrmicinae	Melissotarsini	Rhopalomastix	janeti		valid		
Myrmicinae	Melissotarsini	Rhopalomastix	mazu		valid		
Myrmicinae	Melissotarsini	Rhopalomastix	omotoensis		valid		
Myrmicinae	Melissotarsini	Rhopalomastix	rothneyi		valid		
Myrmicinae	Melissotarsini	Rhopalomastix	rothneyi	javana	valid		
Myrmicinae	Melissotarsini	Rhopalomastix	rothneyi	johorensis	valid		
Myrmicinae	Melissotarsini	Rhopalomastix	umbracapita		valid		
Myrmicinae	Meranoplini	Meranoplus	affinis		synonym		
Myrmicinae	Meranoplini	Meranoplus	ajax		valid		
Myrmicinae	Meranoplini	Meranoplus	angustinodis		valid		
Myrmicinae	Meranoplini	Meranoplus	arcuatus		valid		
Myrmicinae	Meranoplini	Meranoplus	armatus		valid		
Myrmicinae	Meranoplini	Meranoplus	astericus		valid		
Myrmicinae	Meranoplini	Meranoplus	attenuatus		recombined		
Myrmicinae	Meranoplini	Meranoplus	aureolus		valid		
Myrmicinae	Meranoplini	Meranoplus	barretti		valid		
Myrmicinae	Meranoplini	Meranoplus	beatoni		valid		
Myrmicinae	Meranoplini	Meranoplus	bellii		valid		
Myrmicinae	Meranoplini	Meranoplus	berrimah		valid		
Myrmicinae	Meranoplini	Meranoplus	bicolor		valid		
Myrmicinae	Meranoplini	Meranoplus	biliran		valid		
Myrmicinae	Meranoplini	Meranoplus	bimaculatus		unavailable		
Myrmicinae	Meranoplini	Meranoplus	birmanus		valid		
Myrmicinae	Meranoplini	Meranoplus	boltoni		valid		
Myrmicinae	Meranoplini	Meranoplus	bondroiti		synonym		
Myrmicinae	Meranoplini	Meranoplus	borneensis		valid		
Myrmicinae	Meranoplini	Meranoplus	carinatus		synonym		
Myrmicinae	Meranoplini	Meranoplus	castaneus		valid		
Myrmicinae	Meranoplini	Meranoplus	christinae		valid		
Myrmicinae	Meranoplini	Meranoplus	christmasensis		unavailable		
Myrmicinae	Meranoplini	Meranoplus	clypeatus		valid		
Myrmicinae	Meranoplini	Meranoplus	convexius		valid		
Myrmicinae	Meranoplini	Meranoplus	cordatus		synonym		
Myrmicinae	Meranoplini	Meranoplus	crassispina		valid		
Myrmicinae	Meranoplini	Meranoplus	crawleyi		synonym		
Myrmicinae	Meranoplini	Meranoplus	curvispina		valid		
Myrmicinae	Meranoplini	Meranoplus	deserticola		valid		
Myrmicinae	Meranoplini	Meranoplus	dichrous		unidentifiable		
Myrmicinae	Meranoplini	Meranoplus	difformis		recombined		
Myrmicinae	Meranoplini	Meranoplus	digitatus		valid		
Myrmicinae	Meranoplini	Meranoplus	dimicans		synonym		
Myrmicinae	Meranoplini	Meranoplus	dimidiatus		valid		
Myrmicinae	Meranoplini	Meranoplus	discalis		valid		
Myrmicinae	Meranoplini	Meranoplus	diversipilosus		synonym		
Myrmicinae	Meranoplini	Meranoplus	diversoides		valid		
Myrmicinae	Meranoplini	Meranoplus	diversus		valid		
Myrmicinae	Meranoplini	Meranoplus	doddi		unidentifiable		
Myrmicinae	Meranoplini	Meranoplus	duyfkeni		valid		
Myrmicinae	Meranoplini	Meranoplus	excavatus		valid		
Myrmicinae	Meranoplini	Meranoplus	excisus		synonym		
Myrmicinae	Meranoplini	Meranoplus	fenestratus		valid		
Myrmicinae	Meranoplini	Meranoplus	ferrugineus		valid		
Myrmicinae	Meranoplini	Meranoplus	flaviventris		synonym		
Myrmicinae	Meranoplini	Meranoplus	froggatti		valid		
Myrmicinae	Meranoplini	Meranoplus	fuscescens		synonym		
Myrmicinae	Meranoplini	Meranoplus	glaber		valid		
Myrmicinae	Meranoplini	Meranoplus	gracilis		recombined		
Myrmicinae	Meranoplini	Meranoplus	hammaceros		synonym		
Myrmicinae	Meranoplini	Meranoplus	hilli		valid		
Myrmicinae	Meranoplini	Meranoplus	hirsutus		valid		
Myrmicinae	Meranoplini	Meranoplus	hoplites		valid		
Myrmicinae	Meranoplini	Meranoplus	hospes		unidentifiable		
Myrmicinae	Meranoplini	Meranoplus	inermis		valid		
Myrmicinae	Meranoplini	Meranoplus	intrudens		recombined		
Myrmicinae	Meranoplini	Meranoplus	javanus		synonym		
Myrmicinae	Meranoplini	Meranoplus	kiboshana		synonym		
Myrmicinae	Meranoplini	Meranoplus	laeviventris		valid		
Myrmicinae	Meranoplini	Meranoplus	leveillei		valid		
Myrmicinae	Meranoplini	Meranoplus	levis		valid		
Myrmicinae	Meranoplini	Meranoplus	linae		valid		
Myrmicinae	Meranoplini	Meranoplus	loebli		valid		
Myrmicinae	Meranoplini	Meranoplus	lucidus		synonym		
Myrmicinae	Meranoplini	Meranoplus	magrettii		valid		
Myrmicinae	Meranoplini	Meranoplus	malaysianus		valid		
Myrmicinae	Meranoplini	Meranoplus	mars		valid		
Myrmicinae	Meranoplini	Meranoplus	mayri		valid		
Myrmicinae	Meranoplini	Meranoplus	mcarthuri		valid		
Myrmicinae	Meranoplini	Meranoplus	minimus		valid		
Myrmicinae	Meranoplini	Meranoplus	minor		homonym		
Myrmicinae	Meranoplini	Meranoplus	minor		valid		
Myrmicinae	Meranoplini	Meranoplus	mjobergi		valid		
Myrmicinae	Meranoplini	Meranoplus	montanus		valid		
Myrmicinae	Meranoplini	Meranoplus	mucronatus		valid		
Myrmicinae	Meranoplini	Meranoplus	naitsabes		valid		
Myrmicinae	Meranoplini	Meranoplus	nanior		synonym		
Myrmicinae	Meranoplini	Meranoplus	nanus		valid		
Myrmicinae	Meranoplini	Meranoplus	nepalensis		valid		
Myrmicinae	Meranoplini	Meranoplus	niger		valid		
Myrmicinae	Meranoplini	Meranoplus	nitidiventris		synonym		
Myrmicinae	Meranoplini	Meranoplus	occidentalis		valid		
Myrmicinae	Meranoplini	Meranoplus	oceanicus		valid		
Myrmicinae	Meranoplini	Meranoplus	orientalis		valid		
Myrmicinae	Meranoplini	Meranoplus	oxleyi		valid		
Myrmicinae	Meranoplini	Meranoplus	peringueyi		valid		
Myrmicinae	Meranoplini	Meranoplus	petiolatus		recombined		
Myrmicinae	Meranoplini	Meranoplus	pubescens		valid		
Myrmicinae	Meranoplini	Meranoplus	puncticeps		recombined		
Myrmicinae	Meranoplini	Meranoplus	punctulata		synonym		
Myrmicinae	Meranoplini	Meranoplus	puryi		valid		
Myrmicinae	Meranoplini	Meranoplus	radamae		valid		
Myrmicinae	Meranoplini	Meranoplus	raripilis		valid		
Myrmicinae	Meranoplini	Meranoplus	rothneyi		valid		
Myrmicinae	Meranoplini	Meranoplus	rugifrons		synonym		
Myrmicinae	Meranoplini	Meranoplus	rugosus		valid		
Myrmicinae	Meranoplini	Meranoplus	sabronensis		valid		
Myrmicinae	Meranoplini	Meranoplus	schoedli		valid		
Myrmicinae	Meranoplini	Meranoplus	similis		homonym		
Myrmicinae	Meranoplini	Meranoplus	similis		valid		
Myrmicinae	Meranoplini	Meranoplus	simoni		synonym		
Myrmicinae	Meranoplini	Meranoplus	singularis		recombined		
Myrmicinae	Meranoplini	Meranoplus	snellingi		valid		
Myrmicinae	Meranoplini	Meranoplus	soriculus		synonym		
Myrmicinae	Meranoplini	Meranoplus	spininodis		valid		
Myrmicinae	Meranoplini	Meranoplus	spinosus		valid		
Myrmicinae	Meranoplini	Meranoplus	springvalensis		synonym		
Myrmicinae	Meranoplini	Meranoplus	sthenus		valid		
Myrmicinae	Meranoplini	Meranoplus	striatus		recombined		
Myrmicinae	Meranoplini	Meranoplus	subpilosus		recombined		
Myrmicinae	Meranoplini	Meranoplus	suturalis		synonym		
Myrmicinae	Meranoplini	Meranoplus	tarda		synonym		
Myrmicinae	Meranoplini	Meranoplus	taurus		valid		
Myrmicinae	Meranoplini	Meranoplus	testudineus		valid		
Myrmicinae	Meranoplini	Meranoplus	tricuspidatus		valid		
Myrmicinae	Meranoplini	Meranoplus	unicolor		valid		
Myrmicinae	Meranoplini	Meranoplus	variabilis		valid		
Myrmicinae	Meranoplini	Meranoplus	vestigator		valid		
Myrmicinae	Meranoplini	Meranoplus	villosus		synonym		
Myrmicinae	Meranoplini	Meranoplus	wilsoni		valid		
Myrmicinae	Meranoplini	Parameranoplus	primaevus		valid		fossil
Myrmicinae	Metaponini	Metapone	bakeri		valid		
Myrmicinae	Metaponini	Metapone	emersoni		valid		
Myrmicinae	Metaponini	Metapone	gracilis		valid		
Myrmicinae	Metaponini	Metapone	greeni		valid		
Myrmicinae	Metaponini	Metapone	hewitti		valid		
Myrmicinae	Metaponini	Metapone	jacobsoni		valid		
Myrmicinae	Metaponini	Metapone	johni		valid		
Myrmicinae	Metaponini	Metapone	krombeini		valid		
Myrmicinae	Metaponini	Metapone	leae		valid		
Myrmicinae	Metaponini	Metapone	madagascarica		valid		
Myrmicinae	Metaponini	Metapone	mjobergi		valid		
Myrmicinae	Metaponini	Metapone	nicobarensis		valid		
Myrmicinae	Metaponini	Metapone	quadridentata		valid		
Myrmicinae	Metaponini	Metapone	sauteri		valid		
Myrmicinae	Metaponini	Metapone	tillyardi		valid		
Myrmicinae	Metaponini	Metapone	tricolor		valid		
Myrmicinae	Metaponini	Metapone	truki		valid		
Myrmicinae	Metaponini	Metapone	vincimus		valid		
Myrmicinae	Myrmecinini	Acanthomyrmex	basispinosus		valid		
Myrmicinae	Myrmecinini	Acanthomyrmex	careoscrobis		valid		
Myrmicinae	Myrmecinini	Acanthomyrmex	concavus		valid		
Myrmicinae	Myrmecinini	Acanthomyrmex	crassispinus		valid		
Myrmicinae	Myrmecinini	Acanthomyrmex	dusun		valid		
Myrmicinae	Myrmecinini	Acanthomyrmex	dyak		synonym		
Myrmicinae	Myrmecinini	Acanthomyrmex	ferox		valid		
Myrmicinae	Myrmecinini	Acanthomyrmex	foveolatus		valid		
Myrmicinae	Myrmecinini	Acanthomyrmex	glabfemoralis		valid		
Myrmicinae	Myrmecinini	Acanthomyrmex	humilis		valid		
Myrmicinae	Myrmecinini	Acanthomyrmex	kochi		recombined		
Myrmicinae	Myrmecinini	Acanthomyrmex	laevis		valid		
Myrmicinae	Myrmecinini	Acanthomyrmex	luciolae		valid		
Myrmicinae	Myrmecinini	Acanthomyrmex	mindanao		valid		
Myrmicinae	Myrmecinini	Acanthomyrmex	minus		valid		
Myrmicinae	Myrmecinini	Acanthomyrmex	notabilis		valid		
Myrmicinae	Myrmecinini	Acanthomyrmex	padanensis		valid		
Myrmicinae	Myrmecinini	Acanthomyrmex	sulawesiensis		valid		
Myrmicinae	Myrmecinini	Acanthomyrmex	thailandensis		valid		
Myrmicinae	Myrmecinini	Enneamerus	reticulatus		valid		fossil
Myrmicinae	Myrmecinini	Myrmecina	alpina		valid		
Myrmicinae	Myrmecinini	Myrmecina	amamiana		valid		
Myrmicinae	Myrmecinini	Myrmecina	americana		valid		
